39,32,26,1,10
32,2,7,5,43
14,15,11,37,22
14,11,9,10,16
37,4,8,15,14
27,39,45,24,44
2,25,18,3,15
27,31,22,13,3
43,38,5,42,31
33,16,7,18,1
7,33,5,11,4
24,8,5,15,10
19,43,28,3,25
17,38,35,30,18
39,19,8,11,37
12,29,41,35,26
45,8,17,41,27
9,45,34,40,6
25,21,32,29,1
31,29,9,34,44
22,39,28,17,37
17,5,23,12,43
21,32,3,7,31
40,10,34,45,16
42,24,16,20,34
28,38,15,10,36
5,15,21,40,7
21,19,22,12,35
2,16,43,35,36
33,36,30,26,37
15,30,7,17,18
14,34,20,35,28
21,8,25,26,18
2,39,3,37,21
17,34,2,38,41
1,31,24,23,17
2,39,37,28,33
27,38,34,26,36
30,29,45,23,18
30,23,21,18,11
14,43,6,37,40
4,12,41,43,40
11,31,22,41,28
8,1,10,13,28
15,5,42,6,3
23,45,32,8,24
28,41,3,14,35
36,24,1,45,16
13,16,21,12,35
29,28,27,2,6
19,21,5,30,12
38,41,1,34,18
13,25,44,40,11
4,3,14,41,36
10,43,35,29,26
13,14,30,42,8
29,19,32,21,1
32,17,22,19,11
41,7,20,4,21
30,14,6,20,17
2,43,33,45,1
10,33,25,4,24
34,43,33,45,25
30,5,2,4,12
39,26,7,5,4
8,25,19,9,35
13,31,12,19,43
27,43,6,19,25
28,11,43,36,4
15,43,9,39,17
12,23,8,32,5
29,28,1,34,30
7,38,26,15,2
20,28,6,45,10
30,44,5,7,6
40,38,31,26,20
14,34,33,1,21
42,35,15,2,6
35,18,42,10,25
23,15,36,39,30
1,18,26,9,44
39,1,31,22,33
20,38,41,33,16
16,32,39,40,5
12,24,6,43,11
2,13,6,22,15
1,17,7,11,14
27,33,4,43,22
21,2,32,37,45
20,29,2,37,14
12,44,30,45,35
33,8,15,34,43
35,14,2,31,32
19,41,9,30,26
6,20,34,12,30
14,29,17,25,18
21,22,37,24,4
36,17,12,23,32
3,26,2,17,36
35,38,37,8,43
12,31,32,4,38
11,35,17,2,14
31,12,43,45,34
14,22,1,38,39
39,27,20,37,31
14,26,25,11,37
45,43,26,17,34
7,45,36,2,1
34,43,14,23,3
20,43,45,37,8
24,3,7,10,22
21,39,42,19,35
38,33,18,34,31
44,18,43,16,3
27,38,10,15,40
41,2,24,12,1
14,26,17,38,35
35,44,32,7,10
13,16,11,39,19
18,43,1,37,36
2,24,12,18,25
12,9,17,4,44
24,44,28,27,35
38,18,33,15,43
10,7,40,9,26
4,37,27,34,33
17,2,30,19,24
40,8,16,25,6
44,40,14,34,13
42,29,21,18,41
12,25,37,10,31
3,34,22,1,11
38,41,9,33,23
7,13,34,25,20
40,17,4,18,3
45,19,3,41,15
14,34,45,25,38
31,28,14,17,39
32,15,7,19,29
41,3,27,12,26
4,10,3,33,39
36,30,13,25,44
15,35,12,42,13
43,32,3,23,30
40,6,5,4,8
14,5,43,38,32
45,23,2,5,43
38,11,2,30,26
36,33,15,14,7
22,4,41,33,19
38,41,32,40,9
17,34,42,11,36
42,12,2,18,13
19,22,17,41,44
17,14,13,3,26
12,9,34,17,26
10,23,8,31,21
17,9,28,33,2
10,38,1,24,8
8,36,41,37,39
19,34,27,44,17
45,44,17,32,15
1,19,3,24,27
21,16,31,34,5
35,32,39,37,7
38,11,21,33,32
8,13,40,43,11
23,31,27,45,8
25,41,14,43,26
35,19,17,8,18
22,17,21,16,18
33,31,11,34,5
27,14,5,41,29
4,24,37,3,39
24,7,2,16,11
35,2,33,14,36
26,9,40,15,27
4,7,25,16,21
22,44,39,13,12
39,23,11,17,9
9,28,10,37,32
31,38,9,34,26
18,27,40,31,24
2,11,27,3,22
11,28,32,24,16
12,18,42,7,40
42,19,3,12,29
11,38,42,37,39
42,32,16,39,17
14,19,26,38,18
45,26,17,19,8
28,10,8,32,9
9,33,19,17,5
7,16,8,21,1
23,44,40,38,37
14,26,25,42,30
30,45,32,31,37
5,40,36,41,7
40,18,8,44,25
7,42,23,2,22
25,14,42,41,37
6,5,29,21,23
43,11,36,42,39
23,3,15,39,44
16,43,34,14,17
8,35,3,41,24
3,44,13,30,25
18,29,43,17,4
36,19,6,2,42
27,2,29,45,42
9,44,28,4,17
28,29,35,24,20
26,5,27,2,19
15,4,34,33,19
30,5,27,18,44
25,23,30,9,20
5,38,30,36,2
30,4,13,10,1
12,21,24,38,43
8,9,41,43,5
39,20,18,1,10
23,38,41,44,35
10,44,4,37,3
31,41,28,39,30
32,13,6,23,20
44,13,6,24,40
5,18,19,45,15
18,44,7,37,6
13,12,35,43,36
41,36,14,21,4
32,6,33,5,15
33,44,43,28,40
20,28,34,26,13
1,43,30,7,16
2,26,8,35,38
27,40,37,5,25
6,16,15,26,41
38,5,29,1,17
45,20,3,40,8
35,14,31,20,22
14,22,30,12,25
14,36,25,26,43
36,32,39,9,10
12,32,11,16,15
12,24,21,22,38
29,42,33,15,17
44,31,7,24,21
22,6,3,18,16
24,40,1,42,23
39,35,43,25,41
32,26,3,41,15
42,44,6,40,36
12,42,41,21,25
26,12,18,30,21
25,23,44,1,41
21,35,1,44,4
23,6,18,36,25
21,10,29,43,35
33,44,20,4,41
11,45,26,9,13
17,34,12,23,35
10,41,36,6,34
29,15,28,23,39
4,11,6,8,39
5,6,35,33,10
31,15,33,24,17
43,11,21,40,39
10,41,27,30,16
34,11,17,27,23
7,14,35,19,2
12,3,26,40,34
8,1,3,29,2
42,16,17,35,7
29,8,34,1,38
33,30,19,45,39
45,40,5,28,44
44,43,25,7,21
3,41,37,14,26
33,1,30,42,24
19,11,2,17,16
40,27,32,18,45
12,40,5,7,31
5,33,22,29,6
11,18,2,38,22
17,15,21,12,29
17,14,22,7,21
1,31,28,19,16
37,34,43,36,14
37,8,18,17,36
7,17,27,14,19
36,21,16,27,4
30,22,29,32,13
25,16,26,11,31
16,21,44,24,18
45,33,8,30,31
41,17,18,29,39
40,9,39,8,5
20,37,4,7,10
9,6,41,27,23
10,1,41,29,39
18,20,4,22,2
31,14,29,37,39
16,39,41,38,21
10,3,43,16,39
3,30,41,19,40
19,2,38,37,26
8,34,27,22,7
30,22,16,19,7
34,27,6,23,43
39,17,12,13,8
35,14,24,4,12
45,7,15,43,1
18,19,5,26,28
24,32,31,38,8
36,37,45,17,40
20,30,42,6,9
43,45,9,2,36
15,34,28,25,26
35,26,24,17,38
9,10,3,33,36
1,41,43,40,15
34,31,29,24,39
2,5,25,38,7
18,20,15,45,26
21,2,23,31,44
11,22,35,4,3
31,24,17,35,22
39,16,2,22,4
35,36,26,16,14
43,32,12,45,19
2,3,35,27,8
7,40,30,14,4
36,1,11,24,30
31,22,36,27,11
23,26,36,29,19
3,5,26,7,27
12,18,37,24,22
12,28,2,44,20
5,28,34,31,30
34,17,12,22,37
24,42,30,13,38
5,1,35,41,13
43,15,2,1,27
34,30,16,9,20
28,1,11,3,33
29,18,4,45,14
17,5,23,16,30
30,45,35,26,29
27,41,43,3,22
2,31,23,33,8
44,15,22,13,42
13,18,44,12,28
9,34,40,2,31
37,1,31,9,42
4,31,20,37,21
43,23,7,45,2
39,17,14,45,30
43,3,4,10,31
25,13,41,22,6
14,11,21,45,9
39,26,45,31,16
5,26,44,11,25
11,4,37,45,14
26,21,41,17,24
19,31,22,25,9
19,32,25,34,17
25,20,35,30,21
41,18,26,22,12
18,23,19,13,11
10,35,27,4,38
32,12,10,44,8
1,12,25,24,42
27,8,38,15,10
14,4,8,29,39
25,45,3,12,19
43,23,21,2,37
31,9,16,30,6
4,16,30,43,37
35,33,38,39,16
25,17,35,9,12
7,9,6,39,31
16,22,39,29,2
2,9,20,42,32
34,42,35,22,28
13,38,11,4,12
43,40,13,30,15
4,16,39,42,30
10,12,34,29,28
12,4,21,10,1
13,2,18,10,44
44,11,30,4,24
41,16,10,29,14
15,41,3,26,12
12,3,6,16,25
14,38,23,43,30
23,13,39,24,4
15,45,9,27,41
26,39,6,19,10
19,1,41,9,21
37,13,10,9,21
22,9,45,8,30
29,6,45,30,13
33,7,28,25,37
27,44,24,23,21
29,45,7,22,18
22,5,31,28,39
15,4,29,44,21
42,26,23,5,36
11,43,1,28,12
9,8,16,14,22
33,16,1,12,44
27,6,38,37,28
33,25,5,31,13
33,29,17,28,23
32,24,10,30,26
31,3,28,36,33
36,45,44,30,34
3,39,13,24,35
7,38,2,12,11
5,32,21,24,10
13,27,9,44,39
11,32,21,37,29
11,27,40,45,13
23,11,8,4,12
6,23,34,3,17
7,31,23,14,4
28,23,45,41,30
20,15,44,2,11
10,37,15,40,16
14,22,41,17,12
5,14,30,37,21
12,21,28,8,4
21,34,4,27,28
35,3,44,14,7
17,8,31,22,27
13,6,44,4,7
37,18,28,38,2
2,19,15,18,16
33,40,36,2,7
21,14,31,2,20
7,4,28,24,27
16,18,20,38,31
21,20,36,9,13
43,27,31,30,15
36,16,20,17,22
18,25,44,29,11
26,25,45,15,9
40,31,7,19,5
25,2,6,10,27
4,35,45,31,40
17,27,24,5,41
21,3,4,9,36
33,36,43,15,17
21,44,25,30,9
24,45,23,40,15
14,27,4,28,25
36,38,26,35,45
38,35,2,24,7
22,29,8,2,4
20,38,5,43,42
25,32,14,16,18
9,39,42,19,10
30,36,23,22,44
22,4,17,35,34
24,11,25,41,10
42,37,13,35,15
34,16,33,18,2
23,3,33,18,28
23,20,14,18,9
11,34,27,12,40
25,33,20,24,11
9,1,14,2,39
39,26,36,29,35
17,5,39,22,3
22,4,25,13,43
40,37,43,4,18
7,29,18,40,26
12,20,17,41,42
3,18,30,13,12
5,21,15,13,4
9,29,7,34,5
29,37,19,22,44
36,40,9,22,37
2,3,20,41,8
23,33,26,9,36
17,26,18,23,10
22,11,37,12,45
30,11,45,24,41
11,28,32,14,9
17,6,22,5,25
37,14,20,23,12
29,14,42,2,33
7,9,19,16,24
3,13,2,45,25
45,15,34,24,2
9,38,6,15,25
11,34,43,30,45
22,3,16,32,28
2,35,15,39,5
35,23,33,44,1
10,27,19,17,3
35,2,30,29,42
32,30,8,17,11
12,10,34,29,22
42,23,44,4,39
41,11,43,6,29
26,18,38,21,22
15,28,29,38,27
5,9,3,10,11
20,10,2,8,1
39,29,36,10,45
15,34,33,19,22
12,3,18,27,34
20,6,22,5,38
2,24,36,3,6
19,40,7,10,25
21,40,42,39,19
28,38,19,20,37
30,7,16,11,22
26,36,18,33,9
33,40,25,2,7
21,29,35,44,40
21,36,3,22,1
31,16,17,11,36
27,22,16,8,38
38,5,13,33,41
32,21,4,5,29
34,30,39,20,14
24,28,16,40,18
45,35,24,6,9
28,1,25,38,11
4,9,15,33,25
44,10,38,29,34
13,7,21,41,20
13,19,12,39,34
5,20,36,42,31
27,45,40,6,16
11,17,15,5,43
1,31,39,2,14
12,33,13,14,8
9,23,31,21,26
34,25,27,14,15
44,42,6,40,24
16,38,30,26,27
36,3,29,32,13
19,35,34,1,9
42,12,20,3,32
38,9,45,23,3
44,40,35,23,30
26,16,44,15,38
14,31,20,29,33
28,44,19,32,31
33,24,22,2,31
19,3,41,8,23
11,1,6,2,13
39,35,8,5,44
18,2,28,43,4
42,12,1,14,15
15,1,14,22,41
22,3,43,25,2
21,5,8,3,24
18,30,4,21,23
10,21,12,43,20
45,33,18,10,34
11,26,35,10,16
1,35,28,23,3
12,10,8,11,26
10,30,24,31,33
32,4,6,25,43
36,24,37,33,41
9,19,41,7,28
1,30,18,3,4
23,4,8,42,45
5,33,42,30,43
17,19,33,26,18
19,17,6,30,24
19,34,1,28,10
2,8,44,41,24
39,32,10,16,24
43,21,25,34,14
32,15,14,22,23
42,18,17,40,45
31,41,45,1,32
35,39,9,3,4
10,16,18,28,19
36,41,10,40,8
26,30,15,13,22
24,30,29,11,16
1,14,17,31,8
27,3,12,8,45
41,13,34,5,14
43,30,24,35,40
23,22,12,33,30
34,44,40,41,39
14,18,12,36,22
1,6,43,38,20
40,2,11,37,13
26,34,11,43,37
12,21,1,36,24
39,35,2,43,45
34,23,32,44,25
8,2,10,21,28
6,25,8,28,9
15,44,4,14,21
18,35,11,10,12
30,44,25,8,15
1,20,35,27,15
26,35,40,18,11
12,35,2,31,9
28,24,39,23,19
37,10,8,14,17
33,20,8,34,12
28,38,39,10,45
15,2,12,9,21
2,17,5,33,12
27,10,12,23,20
39,42,20,11,33
43,17,16,33,31
34,2,1,43,38
38,35,26,29,36
24,14,16,19,2
31,2,35,30,41
20,11,26,18,4
39,16,23,31,12
16,36,33,32,7
21,20,29,32,36
32,28,20,24,30
24,3,23,35,44
24,43,26,18,3
2,23,22,5,26
8,19,42,23,29
30,16,42,45,18
40,1,11,22,18
10,17,5,8,23
42,41,10,5,2
27,42,40,22,9
22,4,26,18,35
9,42,26,32,12
11,37,38,31,8
45,17,35,32,18
22,8,2,25,19
11,15,16,7,24
26,36,34,8,40
21,38,45,24,29
39,13,36,25,45
10,44,42,30,37
8,25,1,5,36
42,13,37,29,39
18,35,2,20,36
15,43,16,21,22
34,13,32,43,10
20,25,26,32,39
42,21,30,2,19
36,7,43,41,31
36,19,8,7,16
41,13,44,21,7
12,14,34,33,3
19,24,39,29,30
21,23,38,35,37
17,7,21,9,1
43,7,21,44,17
8,30,3,33,42
34,29,28,25,1
29,40,23,37,41
29,31,32,1,5
17,6,25,34,18
40,26,5,19,20
29,1,10,40,37
25,5,20,45,19
32,13,12,38,14
3,21,33,31,4
34,18,5,24,26
43,37,42,28,20
29,9,45,44,17
26,2,15,5,17
33,13,8,42,30
15,29,33,41,6
38,11,24,33,26
16,9,37,14,20
20,17,31,29,14
14,17,26,2,9
17,5,32,4,25
38,25,31,14,19
22,45,2,27,44
5,4,28,1,10
7,15,14,45,28
16,11,23,41,33
20,31,34,41,9
20,4,18,1,39
9,26,40,43,35
36,40,3,1,14
15,2,44,37,34
24,31,15,25,43
38,30,26,29,13
5,14,31,37,25
6,43,13,4,23
10,4,29,8,26
41,33,42,1,23
26,17,2,40,42
44,35,18,9,36
42,32,37,9,44
11,5,13,28,23
36,5,30,24,39
15,37,21,41,2
25,6,18,9,14
4,7,1,38,35
25,41,9,33,44
4,15,33,7,23
17,5,21,41,6
29,23,6,32,17
3,42,40,15,14
29,10,42,9,37
40,14,11,27,32
14,38,26,27,42
36,45,10,23,25
18,39,40,31,7
31,5,17,2,24
43,14,37,41,15
19,10,39,8,37
45,17,12,7,39
13,31,43,36,40
4,7,12,43,1
22,15,39,14,30
21,35,43,4,7
31,35,21,7,3
4,17,41,2,34
38,36,24,6,29
27,1,32,9,33
37,28,18,24,20
1,36,8,27,21
18,15,20,35,38
21,14,16,10,4
12,30,45,17,42
13,45,11,34,39
15,18,19,35,13
8,34,6,7,21
31,23,19,30,4
22,43,27,36,31
13,26,1,24,11
45,9,44,10,43
18,42,25,19,14
32,26,6,29,33
14,42,27,7,38
11,40,41,6,32
14,22,11,28,38
1,3,33,45,10
32,15,35,12,31
11,6,44,40,28
39,13,43,26,7
30,39,43,33,19
14,41,19,23,32
1,14,19,40,18
40,32,27,24,33
18,26,36,16,43
4,37,17,34,10
4,17,23,45,7
8,30,15,17,21
33,24,17,1,35
44,27,18,33,35
10,43,21,3,30
17,24,36,5,22
37,22,4,20,21
39,14,4,37,28
3,35,38,42,13
13,15,27,32,11
10,38,24,36,23
15,5,44,26,41
5,35,14,25,27
42,44,35,38,21
14,29,44,21,42
38,1,24,15,44
17,23,8,2,3
30,27,11,3,6
20,2,43,42,30
8,34,11,35,45
3,16,26,7,1
17,24,30,39,34
35,44,19,6,39
19,32,12,25,1
41,11,25,7,20
41,45,24,16,20
10,41,4,36,15
39,41,30,23,25
25,9,21,16,43
15,4,40,33,44
2,36,8,13,26
6,45,1,27,20
9,45,8,43,32
26,28,4,9,44
14,45,39,29,20
16,27,14,12,45
21,26,38,13,14
39,9,11,26,28
1,33,3,25,12
38,9,1,25,44
15,40,21,27,31
2,38,5,12,18
38,23,20,21,37
41,11,34,27,28
32,27,6,39,2
27,9,37,30,36
21,42,11,1,5
21,3,19,16,18
3,33,37,30,29
37,41,35,1,23
11,28,10,34,4
43,42,31,5,3
16,33,40,29,41
18,24,39,15,6
40,1,35,27,19
14,6,25,40,36
3,40,7,43,17
45,37,41,32,34
43,17,1,9,37
10,45,37,39,29
43,12,35,26,24
32,37,41,9,20
7,44,13,45,16
30,6,14,32,11
35,25,9,41,11
33,37,17,20,13
35,3,34,26,41
42,26,29,34,9
10,3,34,31,14
17,5,4,23,20
21,20,35,5,22
4,23,8,18,33
12,30,19,7,42
10,15,26,40,20
26,22,6,35,20
2,34,17,37,6
9,18,39,21,42
10,32,20,17,15
29,16,39,7,42
11,45,44,4,28
40,41,35,13,15
38,40,17,33,44
21,11,36,2,4
